,age_group,education,country,music,artist_name,featured_artists,avg_plays_per_user,song_age,user_favorite_genre,user_genre_diversity,user_genre_affinity,energy_acousticness_ratio
1249,Adult, Undergraduate , Urban ,Dark Horse,Katy Perry,Vintage Culture,987.3333333333334,24, Classical,3,1119.0,3.700944984687337
1250,Adult, Undergraduate , Urban ,Shut Up And Drive,Rihanna,Five Finger Death Punch,987.3333333333334,17, Classical,3,192.0,0.7887253977974761
1251,Teen, Middle School , Urban ,Knee Deep (feat. Jimmy Buffett),Zac Brown Band,"Brytiago, Calvin Harris, Kings of Leon, Mary J. Blige",407.0,24, Dance/Electronic,2,107.0,1.1540202123440075
1252,Teen, Middle School , Urban ,Take On Me,a-ha,"Lil Kleine, Mc Don Juan",407.0,39, Dance/Electronic,2,707.0,50.11110832716066
1253,Elderly, Undergraduate , Non-Urban ,Stronger,Kanye West,"Maggie Lindemann, Gorillaz, Keane, Kenny Chesney",95.0,24,Rap,1,95.0,4.413270678335303
1254,Young Adult, High School , Non-Urban ,Where The Boat Leaves From,Zac Brown Band,"Tove Lo, Rag'n'Bone Man",1483.0,24, Rock,1,1483.0,0.8568434026373811
1255,Elderly, Graduate , Urban ,Feeling Good,Michael Bublé,"Wesley Safadão, Miranda Lambert",336.8,19, Christian/Gospel,3,463.0,0.2362920486119288
1256,Elderly, Graduate , Urban ,By Any Means,ScHoolboy Q,"Denzel Curry, Frank Sinatra, Rise Against",336.8,24, Christian/Gospel,3,463.0,3.2257509188629885
1257,Elderly, Graduate , Urban ,When I Come Around,Green Day,"Playboi Carti, Khalid, Salmo, Frédéric Chopin",336.8,30, Christian/Gospel,3,659.0,51.94285417469405
1258,Senior, High School , Urban ,Daydreamer,Adele,"Flo Rida, Prince",1.0,24, Blues,1,1.0,0.0009076020678971889
1259,Senior, Undergraduate , Urban ,Marry You,Bruno Mars,"LIT killah, Fifth Harmony, John Lennon, Anitta",103.5,14, Jazz,2,206.0,0.6440777356724157
1260,Senior, Undergraduate , Urban ,Hold Me Down,Halsey,"The Fray, Wisin, gnash, Maluma",103.5,9, Jazz,2,1.0,0.11347657144202017
1261,Senior, High School , Urban ,A Milli,Lil Wayne,"Romeo Santos, Madison Beer, Limp Bizkit, Jimi Hendrix",262.5,16, Pop,2,95.0,4.156777902609152
1262,Senior, High School , Urban ,i miss the old u,blackbear,"Aloe Blacc, Romeo Santos",262.5,7, Pop,2,430.0,0.8289741730774766
1263,Elderly, Middle School , Urban ,Just a Moment,Nas,"Ella Henderson, Kodak Black, JID, Akon, Max Richter",272.0,20,Classical,1,272.0,0.8670565519708274
1264,Teen, Undergraduate , Urban ,goosebumps,Travis Scott,"Journey, Santana",1.0,8,Emo,2,1.0,8.595041220837766
1265,Teen, Undergraduate , Urban ,"You're Gonna Go Far, Kid",The Offspring,"A Day To Remember, Dustin Lynch, John Denver, Calle 13",1.0,16,Emo,2,1.0,214.2522863896527
1266,Teen, Middle School , Urban ,2 Phones,Kevin Gates,"Kodaline, Foreigner, Jessie Reyez",355.0,8,Underground Rap,1,355.0,1.1881166742630325
1267,Young Adult, High School , Urban ,I Wanna Love You,Akon,"PNL, Marracash",682.5,18, Rock,2,750.0,0.1583700131909818
1268,Young Adult, High School , Urban ,Caroline,Aminé,"Lionel Richie, Lunay",682.5,7, Rock,2,615.0,0.20607378281477123
1269,Teen, Middle School , Urban ,Highlights,Kanye West,Showtek,585.3333333333334,8, Dance/Electronic,3,1.0,1.934541819728265
1270,Teen, Middle School , Urban ,The Fighter,Keith Urban,"50 Cent, Jason Mraz",585.3333333333334,9, Dance/Electronic,3,899.0,1.1319942386168076
1271,Adult, High School , Urban ,Fat Lip,Sum 41,"Audioslave, James Bay, Fifth Harmony",591.3333333333334,24, Dance/Electronic,3,1.0,10.025808146502573
1272,Adult, High School , Urban ,JD,A$AP Rocky,"The National, JAY-Z, Slipknot, Cosculluela, Tee Grizzley",591.3333333333334,24, Dance/Electronic,3,487.0,0.1584552809702443
1273,Adult, High School , Urban ,Work B**ch,Britney Spears,"Farruko, Deftones",591.3333333333334,11, Dance/Electronic,3,1286.0,0.21916228634636228
1274,Teen, Undergraduate , Urban ,Cool Girl,Tove Lo,"Angus & Julia Stone, Sabaton, Jhené Aiko, Gucci Mane, Pink Sweat$",402.0,24,Dark Trap,2,803.0,0.8183039313827737
1275,Teen, Undergraduate , Urban ,Big Fish,Vince Staples,"Natalia Lafourcade, Bruce Springsteen, Shaggy, Sam Hunt, Bibi und Tina",402.0,24,Dark Trap,2,1.0,0.049641840799174775
1276,Elderly, Graduate , Non-Urban ,Never Be Like You,Flume,Chelsea Cutler,417.0,24, Country,2,833.0,1.293893591852959
1277,Elderly, Graduate , Non-Urban ,Somewhere Only We Know,Keane,"Yusuf / Cat Stevens, Scorpions, Maria Becerra",417.0,20, Country,2,1.0,11.083333148611116
1278,Elderly, Middle School , Non-Urban ,Congratulations,Post Malone,"Ed Sheeran, Lauren Daigle, Thiaguinho, Plan B, Natiruts",1.0,8,Dark Trap,1,1.0,8.062328753601234
1279,Elderly, High School , Urban ,The Way I Are (Dance With Somebody) [feat. Lil Wayne],Bebe Rexha,"Oliver Heldens, Wisin, LIT killah",783.5,24, Christian/Gospel,2,491.0,0.27125600094361274
1280,Elderly, High School , Urban ,I'm Gettin Money,2Pac,"Eladio Carrion, Jeremy Zucker, Papa Roach, GIMS",783.5,27, Christian/Gospel,2,1076.0,1.597988027546252
1281,Adult, Middle School , Urban ,No Such Thing,John Mayer,"Maren Morris, The Beach Boys, 21 Savage",1.0,23,Rock,1,1.0,0.31360735964983805
1282,Young Adult, Undergraduate , Urban ,Dancing In The Dark,Bruce Springsteen,"Imanbek, Gustavo Cerati, Simple Plan, M83",1.0,24, Metal,1,1.0,0.04869250842575632
1283,Young Adult, Undergraduate , Non-Urban ,Bad and Boujee (feat. Lil Uzi Vert),Migos,"Bruno Mars, DMX, Booba",1.0,7, Dance/Electronic,1,1.0,0.8140355169622338
1284,Teen, Undergraduate , Non-Urban ,Omen - Radio Edit,Disclosure,Kodaline,736.5,24, Folk/Acoustic,2,1350.0,0.3976001452477065
1285,Young Adult, Graduate , Urban ,Kick The Dust Up,Luke Bryan,"ScHoolboy Q, Zion & Lennox, Jack Ü",260.25,9, Dance/Electronic,3,1.0,4.673381232760154
1286,Young Adult, Graduate , Urban ,All Of The Lights (Interlude),Kanye West,"Sabrina Carpenter, Paul Simon",260.25,14, Dance/Electronic,3,653.0,1.5566313642745853
1287,Young Adult, Graduate , Urban ,Ok,Lil Pump,"Mc Don Juan, Giveon, Aretha Franklin, Beach House, Charlie Puth",260.25,24, Dance/Electronic,3,387.0,4.275241020211974
1288,Young Adult, Graduate , Urban ,Bobo,J Balvin,"Ben&Ben, System Of A Down, Bryan Adams",260.25,24, Dance/Electronic,3,653.0,0.8162003593555142
1289,Senior, High School , Urban ,DEVASTATED,Joey Bada$$,Maria Becerra,418.0,24, Classical,3,1.0,0.5044381739322279
1290,Senior, High School , Urban ,Apocalypse Dreams,Tame Impala,"Jacquees, The 1975",418.0,24, Classical,3,66.0,0.7165093769900838
1291,Senior, Undergraduate , Non-Urban ,We Are Young (feat. Janelle Monáe) - feat. Janelle Monae,fun.,"Alejandro Fernández, Martin Garrix, Kacey Musgraves, Queen",1.0,12, Pop,1,1.0,31.89999840500008
1292,Young Adult, Graduate , Urban ,Love Me,Lil Wayne,"Beret, Zoé, Maiara & Maraisa, Machine Gun Kelly, George Ezra",414.2857142857143,11, Classical,5,1027.0,4.277023351106081
1293,Young Adult, Graduate , Urban ,Wet Dreamz,J. Cole,"Tom Odell, Gunna, Fifth Harmony, Lizzo, Guns N' Roses",414.2857142857143,10, Classical,5,702.0,0.013093730587665938
1294,Young Adult, Graduate , Urban ,Bad Romance,Lady Gaga,"Imanbek, Billy Joel, YG, Christian Nodal, Danny Ocean",414.2857142857143,24, Classical,5,1.0,5.697913900565138
1295,Young Adult, Graduate , Urban ,Feel It,Young Thug,"Young the Giant, Ramin Djawadi, La Arrolladora Banda El Limón De Rene Camacho",414.2857142857143,24, Classical,5,702.0,0.8637083989345501
1296,Young Adult, Graduate , Urban ,She Will Be Loved - Radio Mix,Maroon 5,"The Rolling Stones, Beret, Kings of Leon, Jeremih",414.2857142857143,22, Classical,5,1169.0,2.8865051484526787
1297,Adult, Undergraduate , Non-Urban ,Hustler Musik,Lil Wayne,"Of Monsters and Men, 2Pac",1.0,19, Jazz,1,1.0,0.4266769892051269
1298,Adult, Undergraduate , Urban ,"Bad, Bad, Bad",LANY,"Mustard, YOASOBI, Dennis Lloyd, 6LACK, Bea Miller",1211.0,9, Jazz,1,1211.0,8.57879589063529
1299,Young Adult, Graduate , Non-Urban ,Thnks fr th Mmrs,Fall Out Boy,"Papa Roach, Mac Miller, Olly Murs, Stevie Wonder, French Montana",409.0,24, R&B,2,317.0,0.30670793560692955
1300,Young Adult, Graduate , Non-Urban ,If I Told You That I Love You (feat. Wale),Steve Aoki,"Boyce Avenue, The Kid LAROI",409.0,24, R&B,2,501.0,0.9088826828367104
1301,Senior, High School , Urban ,Up,NAV,"The Score, Alanis Morissette, BONES, Two Door Cinema Club",895.0,24, Easy Listening,2,1789.0,0.22150910901735607
1302,Senior, High School , Urban ,Hot Blooded,Foreigner,"Jessie Reyez, Julieta Venegas, Tee Grizzley",895.0,46, Easy Listening,2,1.0,1.6050547837738798
1303,Adult, High School , Non-Urban ,Dog Days Are Over,Florence + The Machine,"SZA, Brytiago, Van Halen, Sam Feldt, Kina",309.5,15, Easy Listening,2,166.0,0.037789794311877054
1304,Adult, High School , Non-Urban ,Run For Cover,The Killers,"Martin Jensen, Zedd",309.5,24, Easy Listening,2,453.0,7.039538068928547
1305,Senior, Undergraduate , Urban ,Monster,Skillet,Ella Mai,1.0,15,Trap Metal,1,1.0,22.204175818928636
1306,Young Adult, High School , Urban ,Sexy Chick - feat. Akon,David Guetta,NEFFEX,387.0,14, Rock,1,774.0,1.618634418808358
1307,Young Adult, High School , Urban ,Kiss Me,Ed Sheeran,Desiigner,387.0,13, Rock,1,774.0,3.7724740646638333
1308,Senior, Undergraduate , Urban ,Stay - Album Version (Edited),Rihanna,"Joaquín Sabina, Rex Orange County, Cash Cash",1.0,12, Pop,1,1.0,0.43111390731099986
1309,Adult, Undergraduate , Urban ,Pompeii - Audien Remix,Bastille,"Five Finger Death Punch, Lorde, Conan Gray, JP Cooper, King Von",173.66666666666666,24, R&B,2,520.0,0.32664203444517464
1310,Adult, Undergraduate , Urban ,Lovebug,Jonas Brothers,"Joji, Gorillaz",173.66666666666666,24, R&B,2,520.0,5.307431641464637
1311,Senior, High School , Non-Urban ,Somewhere Only We Know,Keane,"Leon Bridges, girl in red, Eminem, Roddy Ricch",571.0,20, Country,1,571.0,11.083333148611116
1312,Teen, Undergraduate , Urban ,Real Chill,Rae Sremmurd,Metro Boomin,550.5,24,Hip-Hop,2,943.0,0.35552260504216965
1313,Teen, Undergraduate , Urban ,Runaway (U & I),Galantis,Benjamin Blümchen,550.5,9,Hip-Hop,2,158.0,113.2207998282982
1314,Adult, Middle School , Non-Urban ,Wild Thoughts,DJ Khaled,"Luísa Sonza, Arizona Zervas, Mike WiLL Made-It",111.0,7,Dance/Electronic,1,111.0,0.35203277736510447
1315,Senior, Middle School , Non-Urban ,Hard For,Kevin Gates,"Seeb, Depeche Mode",1082.5,8,RnB,2,1776.0,11.189426062139573
1316,Senior, Middle School , Non-Urban ,Flex Like Ouu,Lil Pump,"Lady Gaga, will.i.am, AJ Tracey, $uicideboy$",1082.5,24,RnB,2,389.0,9.157669462854349
1317,Elderly, Undergraduate , Non-Urban ,Stop Drop + Roll,Dan + Shay,"The Lumineers, Jeremih",733.0,24, Country,1,733.0,1.9589683191670177
1318,Adult, Graduate , Urban ,El Mismo Sol,Alvaro Soler,"Lady A, Maroon 5, My Chemical Romance, IU",1.0,24, Blues,1,1.0,2.6779267737640646
1319,Senior, Graduate , Non-Urban ,0 To 100 / The Catch Up,Drake,"Zoé, Yellow Claw",346.0,11,Underground Rap,1,346.0,4.426253278771053
1320,Young Adult, Middle School , Non-Urban ,Big Poppa,The Notorious B.I.G.,Topic,407.5,30,Classical,2,814.0,1.3372092992157922
1321,Young Adult, Middle School , Non-Urban ,So Far (It's Alright),The 1975,"Thomas Rhett, Bebe Rexha, Ne-Yo, RAYE",407.5,24,Classical,2,1.0,0.17472208487441337
1322,Teen, High School , Urban ,Cool for the Summer,Demi Lovato,"Mother Mother, Snow Patrol, Of Monsters and Men",1.0,24, Pop,1,1.0,4.892419427590609
1323,Elderly, Middle School , Urban ,Like I'm Gonna Lose You,Jasmine Thompson,"Disclosure, Otis Redding",1.0,9,Jazz,1,1.0,2.2964062266919973
1324,Young Adult, Undergraduate , Non-Urban ,Confident,Demi Lovato,Avril Lavigne,236.0,24, Country,2,1.0,2.615524740692539
1325,Young Adult, Undergraduate , Non-Urban ,Mind Mischief - Ducktails Remix,Tame Impala,"Rod Stewart, Melendi, Young Thug",236.0,24, Country,2,471.0,0.9295353706730747
1326,Teen, Middle School , Urban ,Say It,Flume,Justin Bieber,419.0,24, R&B,1,419.0,0.29029684280002493
1327,Adult, Graduate , Urban ,wokeuplikethis*,Playboi Carti,"Lizzo, Red Velvet",215.33333333333334,7, Classical,3,644.0,1.0023130858278433
1328,Adult, Graduate , Urban ,Here for You,Kygo,"KISS, Rod Wave, Bob Dylan, Ruth B., Breaking Benjamin",215.33333333333334,24, Classical,3,1.0,1.7339040701583606
1329,Adult, Graduate , Urban ,"No Woman, No Cry - Live At The Lyceum, London/1975",Bob Marley & The Wailers,"Snow Patrol, Luciano, James Bay, Sebastian Yatra, Jeremy Zucker",215.33333333333334,24, Classical,3,1.0,0.39828331140510725
1330,Adult, Graduate , Urban ,THat Part,ScHoolboy Q,"Rick Ross, TINI, Ryan Lewis, Thomas Rhett",1.0,8,Underground Rap,1,1.0,0.8527723608709542
1331,Teen, High School , Non-Urban ,Worth It,Fifth Harmony,"KYLE, Los Enanitos Verdes, CHVRCHES, Sam Smith, Rod Wave",242.66666666666666,10, Dance/Electronic,3,496.0,0.5767913504881917
1332,Teen, High School , Non-Urban ,I Write Sins Not Tragedies,Panic! At The Disco,"Juan Gabriel, The Killers, Kygo, Muse, The Head And The Heart",242.66666666666666,19, Dance/Electronic,3,1.0,0.4187341511722761
1333,Teen, High School , Non-Urban ,Shape of You,Ed Sheeran,"Morat, fun., Jonas Blue, Leona Lewis, Justin Timberlake",242.66666666666666,7, Dance/Electronic,3,231.0,1.12220309617521
1334,Teen, Undergraduate , Urban ,Loser,Beck,"Andrea Bocelli, Pedro Capó, Marshmello",1.0,24,Classical,1,1.0,1.1345504036356935
1335,Teen, Undergraduate , Urban ,See You Again,Carrie Underwood,"Timmy Trumpet, Thomas Rhett, Marco Antonio Solís",758.6666666666666,24,Jazz,1,2276.0,1.1967882033416823
1336,Teen, Undergraduate , Urban ,The Way You Make Me Feel - 2012 Remaster,Michael Jackson,"Ben Howard, deadmau5",758.6666666666666,37,Jazz,1,2276.0,2.4033625205475047
1337,Teen, Undergraduate , Urban ,Stronger Than Me,Amy Winehouse,Wiz Khalifa,758.6666666666666,24,Jazz,1,2276.0,0.8928731173471365
1338,Senior, Middle School , Non-Urban ,Instant Crush,Daft Punk,"The Fray, Lin-Manuel Miranda, Tiago PZK, Ed Sheeran",1.0,11,Rock,1,1.0,13.862558913209503
1339,Senior, Graduate , Non-Urban ,I Took A Pill In Ibiza,Mike Posner,Pixies,364.0,24, Folk/Acoustic,2,263.0,143.64085768921885
1340,Senior, Graduate , Non-Urban ,iSpy (feat. Lil Yachty),KYLE,"NAV, Ferrugem, Dean Lewis",364.0,8, Folk/Acoustic,2,465.0,1.1084690128189134
1341,Teen, Graduate , Urban ,Disrespectful (feat. Mila J),Trey Songz,"Glee Cast, Bruno Mars, Hardwell, Enya, Lee Brice",261.0,24,Hip-Hop,1,261.0,2.1339805624773773
1342,Teen, Middle School , Non-Urban ,Take Care,Drake,"Coldplay, Bruno Mars",412.5,13,Jazz,2,668.0,3.125863036759008
1343,Teen, Middle School , Non-Urban ,Sauce It Up,Lil Uzi Vert,"Jack Harlow, gnash, Kontra K, Tyler, The Creator",412.5,7,Jazz,2,157.0,1.6613617508631802
1344,Elderly, Undergraduate , Urban ,Blood Brothers,Papa Roach,"Anuel AA, The Smashing Pumpkins, Elevation Worship, Scorpions",441.0,24, Classical,2,544.0,0.9730187041967095
1345,Elderly, Undergraduate , Urban ,Roses,The Chainsmokers,Morat,441.0,24, Classical,2,338.0,0.915470725220616
1346,Elderly, Middle School , Non-Urban ,I Don't Want This Night to End,Luke Bryan,"The Weeknd, Audioslave, Beyoncé, Zé Neto & Cristiano, Cash Cash",794.5,13,Hip-Hop,2,1588.0,0.247211055959213
1347,Elderly, Middle School , Non-Urban ,Hood Go Crazy,Tech N9ne,"Duki, Disturbed, Lenny Kravitz, Lorde, Pusha T",794.5,9,Hip-Hop,2,1.0,0.7643060671830845
1348,Teen, Graduate , Non-Urban ,No Smoke,YoungBoy Never Broke Again,"Camilo, A Boogie Wit da Hoodie",985.0,7,Hip-Hop,2,703.0,0.19689956491213415
1349,Teen, Graduate , Non-Urban ,Gone,Kanye West,"System Of A Down, Maluma, Goodboys, Kid Cudi, Britney Spears",985.0,24,Hip-Hop,2,1267.0,1.1885688918029633
1350,Adult, Middle School , Non-Urban ,You Was Right,Lil Uzi Vert,"Summer Walker, Dominic Fike, Zedd, Banda El Recodo, Vicente Fernández",143.0,8,Underground Rap,1,286.0,1.4988794106831336
1351,Adult, Middle School , Non-Urban ,'Till I Collapse,Eminem,"IU, Julieta Venegas, 2Pac",143.0,24,Underground Rap,1,286.0,0.44356132283809796
1352,Teen, Undergraduate , Urban ,The Kill (Bury Me),Thirty Seconds To Mars,"KALEO, The Notorious B.I.G.",284.0,19,Emo,1,284.0,651.4281061227814
1353,Teen, Undergraduate , Urban ,Dance Off (feat. Idris Elba & Anderson .Paak),Macklemore & Ryan Lewis,The Strokes,1.0,24,Hip-Hop,2,1.0,5.450127259139222
1354,Teen, Undergraduate , Urban ,All of Me (Tiësto's Birthday Treatment Remix) - Radio Edit,John Legend,Nio Garcia,1.0,24,Hip-Hop,2,1.0,0.3815968793816225
1355,Teen, Middle School , Non-Urban ,Hard To Love,Lee Brice,"Lil Skies, Gloria Trevi, Rihanna",531.0,12,Hip-Hop,1,531.0,1.1177342628991966
1356,Adult, Middle School , Non-Urban ,Love Is The Answer,Aloe Blacc,Lionel Richie,378.0,24,Dance/Electronic,1,378.0,6.77656497227908
1357,Elderly, Graduate , Non-Urban ,Fancy,Drake,"La Arrolladora Banda El Limón De Rene Camacho, Metallica",266.0,14, Easy Listening,2,129.0,1.455941967905399
1358,Elderly, Graduate , Non-Urban ,Hypnotize - 2014 Remastered Version,The Notorious B.I.G.,"Prince, Hungria Hip Hop, Lil Uzi Vert",266.0,27, Easy Listening,2,403.0,4.806896518573128
1359,Senior, High School , Non-Urban ,She Knows,Ne-Yo,"Zac Brown Band, James Bay, Florida Georgia Line",364.5,9, Classical,2,88.0,0.6816046460190566
1360,Senior, High School , Non-Urban ,Low (feat T-Pain) - Feat T-Pain Album Version,Flo Rida,"Muse, Kenny Chesney, Aerosmith, The Beach Boys, Pentatonix",364.5,16, Classical,2,641.0,2.051077507858695
1361,Adult, Graduate , Urban ,The Kids Aren't Alright,Fall Out Boy,"Laura Pausini, DJ Snake, 50 Cent, Lil Tecca",1.0,24, Classical,2,1.0,0.5700554916344104
1362,Adult, Graduate , Urban ,Chandelier (feat. Lauriana Mae) - feat. Lauriana Mae,B.o.B,Blueface,1.0,24, Classical,2,1.0,0.6865917151817913
1363,Senior, Graduate , Urban ,beibs in the trap,Travis Scott,"Martin Garrix, TWICE, Juan Luis Guerra 4.40, Iggy Azalea, MGMT",320.5,8, Classical,2,1.0,0.14644594549520829
1364,Senior, Graduate , Urban ,Sunday Morning,Maroon 5,"Stromae, PARTYNEXTDOOR, fun., Hillsong Worship",320.5,22, Classical,2,640.0,0.8518741807844996
1365,Teen, Undergraduate , Non-Urban ,Dance for You,Beyoncé,"Dean Lewis, Steve Lacy, Luísa Sonza, Camila",375.0,13,RnB,1,375.0,0.13354280491326267
1366,Senior, High School , Non-Urban ,Bodak Yellow,Cardi B,"Marvin Gaye, Brytiago, Ruth B.",987.0,7,RnB,1,987.0,2.7019206818546704
1367,Senior, Middle School , Non-Urban ,Sauce It Up,Lil Uzi Vert,"Chris Young, Sleepy Hallow, ODESZA, Tones And I, Carlos Vives",1.0,7,Rap,1,1.0,0.16225984754333422
1368,Senior, Graduate , Urban ,Enamorado de Ti,Yandel,"Quavo, Electric Light Orchestra, RÜFÜS DU SOL, Journey, Petit Biscuit",1990.0,24, Easy Listening,1,1990.0,2.5999331464907574
1369,Elderly, Graduate , Urban ,The Christmas Sing-Along,Pentatonix,Joan Sebastian,99.5,24, Blues,2,198.0,0.0842353083851367
1370,Elderly, Graduate , Urban ,2 Phones,Kevin Gates,Wham!,99.5,8, Blues,2,1.0,0.15006418484917408
1371,Young Adult, Undergraduate , Urban ,It Ain't Me (with Selena Gomez),Kygo,fun.,444.3333333333333,7, Hip-Hop,3,959.0,4.478991559000072
1372,Young Adult, Undergraduate , Urban ,Don't Stop The Music,Rihanna,"Nick Jonas, MF DOOM, Jack Harlow, Bizarrap",444.3333333333333,17, Hip-Hop,3,373.0,0.12212777282946717
1373,Young Adult, Undergraduate , Urban ,Da Ya Think I'm Sexy,Rod Stewart,"50 Cent, French Montana",444.3333333333333,46, Hip-Hop,3,1.0,1.4248485392298715
1374,Young Adult, Undergraduate , Non-Urban ,Work Me,The Black Keys,"Fetty Wap, Nicky Jam, Gerardo Ortiz, Led Zeppelin, The Jackson 5",1.0,24, Soul,1,1.0,0.1983887444735156
1375,Young Adult, Middle School , Urban ,Toxicity,System Of A Down,"Katy Perry, French Montana, OMI, Imanbek",393.6666666666667,24, Rock,3,208.0,1.3454580049742741
1376,Young Adult, Middle School , Urban ,Let It Go - Live From Spotify London/2015,James Bay,"Tame Impala, Juice WRLD, Hollywood Undead, will.i.am, blink-182",393.6666666666667,24, Rock,3,552.0,1.4112452830921007
1377,Teen, High School , Urban ,Let It Snow! Let It Snow! Let It Snow!,Frank Sinatra,ANAVITÓRIA,196.5,24, Dance/Electronic,2,392.0,0.9835391784309091
1378,Teen, High School , Urban ,Sweetest Thing,U2,"Official HIGE DANdism, Samra",196.5,24, Dance/Electronic,2,1.0,1.1644472008309985
1379,Elderly, Undergraduate , Urban ,Seen It All,Jeezy,"AJ Tracey, Rod Stewart, Robin Schulz, Burna Boy, Papa Roach",129.0,10, Folk/Acoustic,1,129.0,2.4286157645914233
1380,Senior, Undergraduate , Urban ,Step In the Name of Love - Remix,R. Kelly,"Sean Kingston, Avicii",207.5,21, Jazz,2,1.0,1.196246341855124
1381,Senior, Undergraduate , Urban ,Fade Into Darkness - Vocal Club Mix,Avicii,"Mark Ronson, Thalia, 6ix9ine",207.5,24, Jazz,2,414.0,0.926583948996538
1382,Adult, High School , Non-Urban ,Stupid Hoe,Nicki Minaj,Sade,1.0,13, Folk/Acoustic,1,1.0,0.034659133468212935
1383,Senior, High School , Non-Urban ,Sweet Lovin' - Radio Edit,Sigala,"Beck, Arctic Monkeys, Vampire Weekend",1030.0,9, Jazz,1,1030.0,1.119685584089915
1384,Teen, Undergraduate , Urban ,Dog Days Are Over,Florence + The Machine,"Glass Animals, Fetty Wap, Casper Magico, Bryan Adams, Kevin Gates",1.0,15,Classical,1,1.0,2.9183710407899115
